   (-0.556047,0)    (-0.544703,0)    (-0.533759,0)    (-0.523396,0)    (-0.513789,0)    (-0.505095,0)    (-0.497505,0)    (-0.491151,0)     (-0.48616,0)    (-0.482668,0)    (-0.480786,0)    (-0.480608,0)    (-0.482207,0)    (-0.485648,0)    (-0.490949,0)    (-0.498105,0)    (-0.507133,0)    (-0.517991,0)    (-0.530616,0)    (-0.544907,0)     (-0.56076,0)    (-0.578068,0)    (-0.596627,0)    (-0.616284,0)    (-0.636794,0)     (-0.65798,0)    (-0.679577,0)    (-0.701323,0)    (-0.722988,0)    (-0.744238,0)    (-0.764803,0)    (-0.784405,0)
   (-0.802705,0)    (-0.819423,0)    (-0.834287,0)     (-0.84697,0)    (-0.857207,0)    (-0.864746,0)     (-0.86931,0)    (-0.870672,0)    (-0.868646,0)    (-0.863009,0)    (-0.853627,0)    (-0.840357,0)     (-0.82311,0)    (-0.801814,0)    (-0.776441,0)     (-0.74702,0)    (-0.713572,0)    (-0.676182,0)    (-0.634972,0)    (-0.590106,0)    (-0.541781,0)    (-0.490221,0)    (-0.435675,0)    (-0.378478,0)    (-0.318939,0)    (-0.257434,0)    (-0.194333,0)    (-0.130044,0)   (-0.0650101,0)  (0.000324906,0)    (0.0655216,0)     (0.130091,0)
    (0.193563,0)     (0.255481,0)      (0.31539,0)     (0.372825,0)     (0.427348,0)     (0.478513,0)     (0.525931,0)     (0.569218,0)     (0.608014,0)     (0.642001,0)     (0.670898,0)     (0.694457,0)     (0.712473,0)     (0.724776,0)     (0.731274,0)     (0.731883,0)     (0.726593,0)      (0.71542,0)     (0.698433,0)     (0.675773,0)     (0.647619,0)     (0.614166,0)     (0.575706,0)     (0.532527,0)      (0.48497,0)     (0.433432,0)     (0.378342,0)     (0.320136,0)     (0.259295,0)     (0.196313,0)     (0.131721,0)    (0.0660471,0)
(-0.000160742,0)   (-0.0663573,0)     (-0.13203,0)    (-0.196595,0)    (-0.259547,0)    (-0.320357,0)    (-0.378512,0)    (-0.433553,0)    (-0.485035,0)    (-0.532517,0)    (-0.575655,0)    (-0.614068,0)    (-0.647455,0)    (-0.675556,0)    (-0.698157,0)    (-0.715088,0)    (-0.726225,0)    (-0.731477,0)    (-0.730828,0)    (-0.724317,0)    (-0.711988,0)    (-0.693972,0)    (-0.670411,0)    (-0.641531,0)    (-0.607586,0)     (-0.56882,0)    (-0.525586,0)    (-0.478224,0)    (-0.427111,0)    (-0.372663,0)    (-0.315309,0)    (-0.255476,0)
   (-0.193626,0)    (-0.130226,0)   (-0.0657402,0) (-0.000637303,0)    (0.0646107,0)     (0.129572,0)     (0.193773,0)     (0.256802,0)     (0.318241,0)     (0.377718,0)     (0.434876,0)     (0.489384,0)     (0.540933,0)     (0.589257,0)     (0.634133,0)     (0.675368,0)     (0.712791,0)     (0.746304,0)     (0.775794,0)     (0.801239,0)     (0.822623,0)     (0.839974,0)     (0.853353,0)     (0.862844,0)     (0.868604,0)      (0.87077,0)     (0.869532,0)     (0.865098,0)     (0.857681,0)     (0.847564,0)     (0.834986,0)     (0.820228,0)
    (0.803594,0)     (0.785344,0)     (0.765812,0)       (0.7453,0)     (0.724071,0)     (0.702441,0)     (0.680672,0)     (0.659054,0)     (0.637832,0)      (0.61725,0)     (0.597542,0)      (0.57889,0)     (0.561491,0)     (0.545509,0)     (0.531078,0)     (0.518312,0)     (0.507291,0)     (0.498102,0)     (0.490786,0)      (0.48533,0)     (0.481735,0)     (0.479996,0)     (0.480052,0)     (0.481812,0)      (0.48519,0)     (0.490083,0)     (0.496364,0)     (0.503912,0)      (0.51257,0)     (0.522169,0)     (0.532555,0)     (0.543538,0)
    (0.554956,0)     (0.566634,0)     (0.578399,0)     (0.590079,0)     (0.601503,0)     (0.612521,0)     (0.622972,0)     (0.632727,0)     (0.641647,0)     (0.649629,0)     (0.656568,0)     (0.662383,0)     (0.667017,0)     (0.670405,0)     (0.672521,0)      (0.67334,0)     (0.672873,0)     (0.671123,0)     (0.668153,0)     (0.663989,0)     (0.658727,0)     (0.652412,0)     (0.645164,0)     (0.637077,0)     (0.628276,0)     (0.618895,0)     (0.609057,0)     (0.598911,0)     (0.588595,0)     (0.578267,0)     (0.568084,0)     (0.558183,0)
    (0.548717,0)     (0.539809,0)     (0.531613,0)     (0.524262,0)     (0.517856,0)     (0.512518,0)      (0.50835,0)     (0.505428,0)     (0.503829,0)     (0.503588,0)     (0.504762,0)     (0.507368,0)     (0.511427,0)     (0.516907,0)     (0.523787,0)     (0.531991,0)     (0.541519,0)     (0.552232,0)     (0.564072,0)     (0.576896,0)     (0.590598,0)     (0.605039,0)     (0.620058,0)     (0.635487,0)     (0.651153,0)     (0.666902,0)     (0.682518,0)     (0.697798,0)     (0.712591,0)     (0.726682,0)     (0.739853,0)     (0.751933,0)
    (0.762704,0)     (0.772017,0)     (0.779679,0)     (0.785521,0)     (0.789409,0)     (0.791177,0)     (0.790672,0)     (0.787824,0)     (0.782526,0)     (0.774661,0)     (0.764202,0)     (0.751097,0)     (0.735324,0)     (0.716855,0)     (0.695709,0)     (0.671944,0)     (0.645565,0)     (0.616679,0)     (0.585361,0)     (0.551742,0)     (0.515929,0)      (0.47806,0)     (0.438285,0)     (0.396779,0)     (0.353713,0)     (0.309305,0)     (0.263732,0)     (0.217201,0)     (0.169931,0)     (0.122129,0)    (0.0740275,0)    (0.0258313,0)
  (-0.0222304,0)    (-0.069961,0)    (-0.117135,0)     (-0.16356,0)     (-0.20905,0)    (-0.253408,0)    (-0.296468,0)    (-0.338073,0)    (-0.378068,0)    (-0.416334,0)    (-0.452741,0)    (-0.487184,0)    (-0.519581,0)    (-0.549843,0)    (-0.577938,0)    (-0.603827,0)    (-0.627502,0)    (-0.648945,0)    (-0.668156,0)    (-0.685153,0)    (-0.700006,0)    (-0.712748,0)    (-0.723435,0)    (-0.732143,0)    (-0.738954,0)    (-0.743975,0)    (-0.747298,0)     (-0.74901,0)    (-0.749242,0)    (-0.748085,0)    (-0.745668,0)    (-0.742121,0)
   (-0.737545,0)    (-0.732036,0)    (-0.725721,0)    (-0.718698,0)    (-0.711067,0)    (-0.702929,0)    (-0.694389,0)    (-0.685529,0)    (-0.676417,0)    (-0.667131,0)    (-0.657745,0)    (-0.648301,0)    (-0.638881,0)    (-0.629522,0)    (-0.620263,0)    (-0.611122,0)    (-0.602161,0)    (-0.593401,0)    (-0.584864,0)    (-0.576566,0)    (-0.568531,0)    (-0.560788,0)    (-0.553333,0)    (-0.546203,0)    (-0.539401,0)    (-0.532968,0)    (-0.526895,0)     (-0.52123,0)    (-0.515999,0)    (-0.511213,0)    (-0.506919,0)    (-0.503156,0)
   (-0.499948,0)    (-0.497334,0)    (-0.495361,0)    (-0.494073,0)    (-0.493516,0)    (-0.493735,0)    (-0.494763,0)    (-0.496652,0)    (-0.499443,0)    (-0.503162,0)    (-0.507878,0)    (-0.513561,0)    (-0.520257,0)    (-0.527967,0)    (-0.536699,0)    (-0.546457,0)    (-0.557214,0)     (-0.56893,0)    (-0.581537,0)    (-0.595007,0)    (-0.609256,0)    (-0.624191,0)    (-0.639706,0)      (-0.6557,0)     (-0.67202,0)    (-0.688532,0)    (-0.705056,0)    (-0.721449,0)    (-0.737507,0)    (-0.753049,0)    (-0.767855,0)    (-0.781727,0)
    (-0.79444,0)    (-0.805783,0)    (-0.815535,0)    (-0.823486,0)    (-0.829401,0)    (-0.833095,0)    (-0.834358,0)    (-0.833008,0)    (-0.828877,0)      (-0.8218,0)    (-0.811641,0)    (-0.798269,0)    (-0.781596,0)     (-0.76156,0)    (-0.738099,0)    (-0.711207,0)    (-0.680905,0)    (-0.647242,0)     (-0.61028,0)     (-0.57013,0)    (-0.526933,0)    (-0.480857,0)    (-0.432086,0)    (-0.380859,0)    (-0.327439,0)     (-0.27211,0)    (-0.215176,0)    (-0.156974,0)   (-0.0978343,0)   (-0.0381347,0)    (0.0217213,0)    (0.0813516,0)
    (0.140357,0)     (0.198339,0)     (0.254887,0)     (0.309606,0)     (0.362101,0)     (0.411977,0)     (0.458882,0)     (0.502443,0)     (0.542358,0)     (0.578306,0)      (0.61002,0)     (0.637227,0)     (0.659746,0)     (0.677383,0)     (0.690003,0)     (0.697502,0)      (0.69983,0)     (0.696946,0)     (0.688888,0)     (0.675693,0)     (0.657479,0)     (0.634391,0)     (0.606589,0)     (0.574299,0)     (0.537764,0)     (0.497256,0)     (0.453091,0)     (0.405598,0)     (0.355123,0)      (0.30205,0)     (0.246787,0)     (0.189704,0)
    (0.131249,0)    (0.0718222,0)    (0.0118358,0)   (-0.0483108,0)    (-0.108202,0)    (-0.167441,0)     (-0.22566,0)    (-0.282494,0)    (-0.337609,0)    (-0.390706,0)    (-0.441464,0)    (-0.489651,0)    (-0.535014,0)    (-0.577376,0)    (-0.616556,0)    (-0.652444,0)    (-0.684941,0)    (-0.713972,0)    (-0.739498,0)    (-0.761539,0)    (-0.780139,0)    (-0.795345,0)    (-0.807253,0)    (-0.815983,0)    (-0.821691,0)    (-0.824504,0)    (-0.824618,0)     (-0.82225,0)    (-0.817573,0)    (-0.810851,0)     (-0.80229,0)    (-0.792119,0)
   (-0.780577,0)     (-0.76787,0)    (-0.754257,0)    (-0.739943,0)    (-0.725117,0)    (-0.709997,0)     (-0.69478,0)    (-0.679632,0)    (-0.664695,0)    (-0.650125,0)    (-0.636046,0)    (-0.622531,0)    (-0.609685,0)    (-0.597584,0)    (-0.586273,0)    (-0.575771,0)    (-0.566094,0)     (-0.55728,0)    (-0.549307,0)    (-0.542149,0)    (-0.535772,0)    (-0.530138,0)    (-0.525224,0)    (-0.520957,0)    (-0.517291,0)    (-0.514178,0)    (-0.511566,0)     (-0.50941,0)    (-0.507653,0)    (-0.506284,0)    (-0.505269,0)    (-0.504547,0)
   (-0.504145,0)    (-0.504031,0)     (-0.50423,0)    (-0.504758,0)    (-0.505616,0)    (-0.506845,0)    (-0.508484,0)    (-0.510564,0)    (-0.513154,0)    (-0.516301,0)    (-0.520079,0)    (-0.524515,0)    (-0.529683,0)     (-0.53565,0)    (-0.542448,0)    (-0.550121,0)    (-0.558697,0)    (-0.568222,0)      (-0.5787,0)    (-0.590114,0)    (-0.602437,0)    (-0.615647,0)     (-0.62969,0)    (-0.644495,0)    (-0.659944,0)    (-0.675922,0)    (-0.692287,0)    (-0.708921,0)    (-0.725616,0)    (-0.742202,0)    (-0.758457,0)    (-0.774156,0)
   (-0.789038,0)    (-0.802854,0)    (-0.815371,0)    (-0.826309,0)    (-0.835394,0)    (-0.842378,0)    (-0.847007,0)    (-0.849018,0)     (-0.84815,0)    (-0.844176,0)    (-0.836893,0)    (-0.826108,0)    (-0.811673,0)    (-0.793451,0)    (-0.771334,0)    (-0.745246,0)     (-0.71516,0)    (-0.681092,0)     (-0.64306,0)    (-0.601179,0)    (-0.555555,0)    (-0.506382,0)    (-0.453851,0)    (-0.398211,0)    (-0.339778,0)    (-0.278861,0)    (-0.215835,0)    (-0.151078,0)   (-0.0850606,0)   (-0.0182151,0)      (0.04898,0)      (0.11601,0)
    (0.182389,0)     (0.247575,0)     (0.311051,0)     (0.372317,0)      (0.43085,0)      (0.48612,0)     (0.537675,0)     (0.585023,0)      (0.62773,0)     (0.665427,0)     (0.697728,0)      (0.72434,0)     (0.744943,0)     (0.759333,0)     (0.767352,0)     (0.768855,0)     (0.763813,0)     (0.752166,0)      (0.73404,0)     (0.709513,0)     (0.678792,0)     (0.642078,0)     (0.599694,0)      (0.55198,0)     (0.499323,0)     (0.442165,0)     (0.381028,0)     (0.316424,0)     (0.248914,0)     (0.179093,0)     (0.107598,0)    (0.0350638,0)
  (-0.0378542,0)     (-0.11049,0)    (-0.182224,0)    (-0.252363,0)    (-0.320271,0)    (-0.385362,0)    (-0.447008,0)    (-0.504663,0)    (-0.557793,0)    (-0.605922,0)    (-0.648628,0)    (-0.685494,0)    (-0.716201,0)     (-0.74048,0)    (-0.758095,0)    (-0.768918,0)    (-0.772828,0)    (-0.769842,0)     (-0.75998,0)    (-0.743351,0)    (-0.720114,0)    (-0.690487,0)    (-0.654774,0)    (-0.613298,0)    (-0.566469,0)    (-0.514701,0)    (-0.458484,0)    (-0.398352,0)    (-0.334825,0)    (-0.268519,0)    (-0.200009,0)    (-0.129918,0)
  (-0.0588831,0)    (0.0124695,0)    (0.0835175,0)     (0.153622,0)     (0.222198,0)     (0.288658,0)     (0.352417,0)     (0.412959,0)     (0.469779,0)     (0.522417,0)     (0.570459,0)     (0.613528,0)     (0.651278,0)     (0.683427,0)     (0.709782,0)     (0.730178,0)     (0.744471,0)     (0.752589,0)     (0.754519,0)     (0.750321,0)     (0.740061,0)     (0.723905,0)     (0.702015,0)     (0.674624,0)     (0.642001,0)     (0.604455,0)     (0.562316,0)     (0.515955,0)     (0.465739,0)     (0.412103,0)     (0.355482,0)     (0.296315,0)
    (0.235032,0)     (0.172103,0)     (0.107976,0)    (0.0430798,0)   (-0.0221454,0)   (-0.0872666,0)    (-0.151865,0)    (-0.215569,0)    (-0.277982,0)    (-0.338785,0)    (-0.397644,0)    (-0.454257,0)    (-0.508368,0)    (-0.559748,0)    (-0.608189,0)    (-0.653512,0)    (-0.695577,0)    (-0.734279,0)    (-0.769514,0)    (-0.801242,0)    (-0.829438,0)    (-0.854092,0)     (-0.87522,0)    (-0.892885,0)    (-0.907126,0)    (-0.918054,0)     (-0.92575,0)    (-0.930347,0)    (-0.931952,0)    (-0.930707,0)    (-0.926768,0)    (-0.920246,0)
   (-0.911315,0)    (-0.900122,0)    (-0.886818,0)    (-0.871546,0)    (-0.854456,0)    (-0.835685,0)    (-0.815368,0)    (-0.793641,0)    (-0.770614,0)    (-0.746386,0)    (-0.721068,0)    (-0.694742,0)    (-0.667515,0)    (-0.639454,0)    (-0.610609,0)    (-0.581036,0)    (-0.550801,0)    (-0.519937,0)    (-0.488486,0)    (-0.456473,0)    (-0.423932,0)    (-0.390883,0)    (-0.357344,0)    (-0.323336,0)    (-0.288874,0)    (-0.253996,0)    (-0.218678,0)     (-0.18298,0)    (-0.146911,0)    (-0.110506,0)   (-0.0737726,0)   (-0.0367804,0)
 (0.000468912,0)    (0.0379226,0)    (0.0755066,0)     (0.113173,0)     (0.150885,0)     (0.188543,0)     (0.226117,0)     (0.263486,0)     (0.300603,0)     (0.337374,0)     (0.373703,0)     (0.409518,0)     (0.444704,0)     (0.479171,0)     (0.512826,0)     (0.545545,0)     (0.577275,0)     (0.607872,0)     (0.637267,0)     (0.665344,0)      (0.69202,0)     (0.717196,0)     (0.740795,0)      (0.76272,0)     (0.782869,0)     (0.801196,0)     (0.817618,0)     (0.832064,0)     (0.844476,0)     (0.854782,0)     (0.862954,0)     (0.868935,0)
    (0.872678,0)     (0.874156,0)     (0.873342,0)     (0.870206,0)     (0.864758,0)     (0.856982,0)     (0.846857,0)     (0.834418,0)     (0.819672,0)     (0.802622,0)      (0.78332,0)     (0.761815,0)     (0.738114,0)     (0.712276,0)      (0.68438,0)     (0.654481,0)     (0.622659,0)     (0.588973,0)     (0.553529,0)     (0.516427,0)     (0.477774,0)     (0.437685,0)     (0.396266,0)     (0.353638,0)     (0.309964,0)     (0.265361,0)     (0.219994,0)     (0.173991,0)      (0.12753,0)     (0.080762,0)    (0.0338589,0)   (-0.0129974,0)
  (-0.0596376,0)     (-0.10589,0)    (-0.151599,0)    (-0.196578,0)    (-0.240647,0)    (-0.283652,0)    (-0.325423,0)     (-0.36578,0)    (-0.404575,0)    (-0.441661,0)     (-0.47691,0)    (-0.510186,0)    (-0.541369,0)    (-0.570364,0)    (-0.597079,0)    (-0.621426,0)    (-0.643345,0)    (-0.662825,0)    (-0.679813,0)    (-0.694299,0)    (-0.706301,0)    (-0.715832,0)     (-0.72296,0)    (-0.727722,0)     (-0.73023,0)    (-0.730552,0)    (-0.728834,0)    (-0.725203,0)    (-0.719799,0)    (-0.712795,0)    (-0.704352,0)    (-0.694657,0)
   (-0.683917,0)    (-0.672314,0)     (-0.66006,0)    (-0.647373,0)    (-0.634445,0)     (-0.62149,0)    (-0.608745,0)    (-0.596386,0)    (-0.584611,0)    (-0.573595,0)    (-0.563534,0)    (-0.554548,0)    (-0.546824,0)    (-0.540465,0)    (-0.535591,0)    (-0.532257,0)    (-0.530561,0)     (-0.53054,0)    (-0.532197,0)    (-0.535527,0)    (-0.540507,0)    (-0.547093,0)    (-0.555208,0)    (-0.564741,0)    (-0.575565,0)     (-0.58755,0)    (-0.600503,0)    (-0.614262,0)    (-0.628646,0)    (-0.643412,0)    (-0.658329,0)    (-0.673164,0)
   (-0.687652,0)     (-0.70156,0)    (-0.714655,0)    (-0.726648,0)    (-0.737313,0)    (-0.746414,0)    (-0.753674,0)     (-0.75888,0)    (-0.761829,0)    (-0.762307,0)    (-0.760156,0)    (-0.755197,0)    (-0.747321,0)    (-0.736393,0)    (-0.722328,0)    (-0.705074,0)    (-0.684612,0)    (-0.660932,0)     (-0.63404,0)    (-0.604027,0)     (-0.57094,0)    (-0.534928,0)    (-0.496086,0)    (-0.454607,0)    (-0.410673,0)    (-0.364514,0)    (-0.316336,0)    (-0.266397,0)    (-0.214984,0)    (-0.162364,0)    (-0.108833,0)   (-0.0547019,0)
(-0.000275704,0)    (0.0541199,0)     (0.108218,0)     (0.161691,0)      (0.21424,0)     (0.265561,0)     (0.315389,0)     (0.363454,0)     (0.409501,0)     (0.453315,0)     (0.494693,0)     (0.533427,0)     (0.569352,0)     (0.602351,0)     (0.632321,0)     (0.659166,0)     (0.682855,0)     (0.703358,0)     (0.720666,0)     (0.734829,0)     (0.745889,0)     (0.753947,0)     (0.759116,0)     (0.761545,0)      (0.76134,0)     (0.758681,0)     (0.753802,0)     (0.746896,0)     (0.738175,0)     (0.727882,0)     (0.716272,0)     (0.703557,0)
    (0.689993,0)     (0.675849,0)     (0.661338,0)     (0.646714,0)     (0.632214,0)     (0.618042,0)     (0.604446,0)     (0.591587,0)     (0.579665,0)     (0.568822,0)     (0.559212,0)     (0.550956,0)     (0.544147,0)      (0.53888,0)     (0.535204,0)      (0.53315,0)     (0.532749,0)     (0.533966,0)     (0.536776,0)     (0.541098,0)     (0.546891,0)     (0.554037,0)     (0.562427,0)     (0.571915,0)     (0.582372,0)     (0.593636,0)     (0.605519,0)     (0.617834,0)      (0.63042,0)     (0.643043,0)     (0.655522,0)     (0.667646,0)
    (0.679208,0)         (0.69,0)     (0.699827,0)     (0.708475,0)     (0.715765,0)     (0.721545,0)      (0.72565,0)     (0.727904,0)     (0.728184,0)     (0.726328,0)     (0.722266,0)     (0.715874,0)     (0.707095,0)     (0.695867,0)     (0.682121,0)      (0.66586,0)      (0.64707,0)     (0.625782,0)     (0.601987,0)      (0.57576,0)      (0.54715,0)     (0.516272,0)     (0.483167,0)     (0.447974,0)      (0.41082,0)      (0.37183,0)     (0.331138,0)     (0.288917,0)     (0.245336,0)     (0.200556,0)     (0.154752,0)     (0.108129,0)
   (0.0608638,0)    (0.0131405,0)   (-0.0348499,0)    (-0.082922,0)    (-0.130883,0)     (-0.17852,0)     (-0.22568,0)    (-0.272181,0)    (-0.317833,0)     (-0.36248,0)    (-0.405937,0)    (-0.448103,0)    (-0.488792,0)    (-0.527869,0)    (-0.565238,0)    (-0.600741,0)    (-0.634314,0)    (-0.665822,0)    (-0.695236,0)    (-0.722422,0)    (-0.747366,0)    (-0.769994,0)    (-0.790259,0)    (-0.808152,0)    (-0.823631,0)    (-0.836721,0)    (-0.847389,0)    (-0.855662,0)    (-0.861567,0)     (-0.86511,0)    (-0.866353,0)    (-0.865325,0)
   (-0.862065,0)    (-0.856654,0)    (-0.849155,0)    (-0.839604,0)    (-0.828108,0)    (-0.814732,0)    (-0.799542,0)    (-0.782627,0)    (-0.764083,0)    (-0.743963,0)    (-0.722376,0)    (-0.699403,0)    (-0.675141,0)    (-0.649629,0)    (-0.622975,0)    (-0.595262,0)    (-0.566559,0)    (-0.536929,0)    (-0.506461,0)    (-0.475224,0)    (-0.443275,0)    (-0.410681,0)    (-0.377469,0)    (-0.343712,0)     (-0.30945,0)     (-0.27476,0)    (-0.239653,0)    (-0.204177,0)    (-0.168379,0)    (-0.132277,0)   (-0.0959272,0)   (-0.0593514,0)
  (-0.0225703,0)    (0.0143651,0)    (0.0514134,0)    (0.0885958,0)     (0.125841,0)     (0.163111,0)     (0.200381,0)     (0.237597,0)       (0.2747,0)      (0.31166,0)     (0.348426,0)     (0.384904,0)     (0.421053,0)     (0.456792,0)     (0.492056,0)     (0.526735,0)     (0.560777,0)     (0.594059,0)     (0.626488,0)     (0.657941,0)     (0.688302,0)     (0.717477,0)     (0.745319,0)     (0.771726,0)     (0.796535,0)     (0.819645,0)      (0.84091,0)     (0.860203,0)     (0.877411,0)     (0.892368,0)     (0.904987,0)     (0.915134,0)
    (0.922675,0)     (0.927524,0)     (0.929593,0)     (0.928767,0)     (0.924999,0)     (0.918215,0)     (0.908363,0)     (0.895418,0)     (0.879361,0)     (0.860178,0)     (0.837866,0)     (0.812494,0)     (0.784113,0)     (0.752779,0)     (0.718575,0)     (0.681646,0)     (0.642097,0)     (0.600082,0)     (0.555749,0)     (0.509293,0)     (0.460927,0)     (0.410862,0)     (0.359311,0)      (0.30652,0)      (0.25276,0)     (0.198312,0)     (0.143422,0)    (0.0883812,0)    (0.0334812,0)   (-0.0210038,0)   (-0.0747763,0)    (-0.127521,0)
   (-0.178963,0)    (-0.228858,0)      (-0.2769,0)    (-0.322832,0)    (-0.366412,0)     (-0.40737,0)    (-0.445509,0)    (-0.480578,0)    (-0.512439,0)    (-0.540894,0)    (-0.565771,0)    (-0.586969,0)    (-0.604351,0)    (-0.617852,0)    (-0.627388,0)    (-0.632941,0)    (-0.634493,0)    (-0.632021,0)    (-0.625578,0)    (-0.615224,0)    (-0.601035,0)    (-0.583083,0)    (-0.561492,0)    (-0.536422,0)    (-0.507993,0)     (-0.47638,0)    (-0.441796,0)    (-0.404414,0)    (-0.364452,0)    (-0.322126,0)    (-0.277681,0)    (-0.231345,0)
   (-0.183364,0)    (-0.133989,0)   (-0.0834525,0)   (-0.0319992,0)    (0.0201236,0)    (0.0726721,0)     (0.125398,0)     (0.178055,0)     (0.230428,0)     (0.282293,0)     (0.333452,0)     (0.383645,0)     (0.432718,0)     (0.480482,0)     (0.526768,0)     (0.571401,0)     (0.614204,0)     (0.655081,0)      (0.69386,0)     (0.730462,0)     (0.764727,0)     (0.796584,0)     (0.825924,0)     (0.852706,0)     (0.876813,0)     (0.898183,0)     (0.916799,0)     (0.932597,0)     (0.945539,0)     (0.955615,0)     (0.962795,0)     (0.967041,0)
    (0.968365,0)     (0.966769,0)     (0.962245,0)     (0.954814,0)     (0.944497,0)     (0.931331,0)     (0.915333,0)     (0.896562,0)      (0.87503,0)     (0.850829,0)     (0.823991,0)      (0.79461,0)     (0.762757,0)     (0.728539,0)     (0.692044,0)     (0.653374,0)     (0.612661,0)     (0.570027,0)      (0.52561,0)     (0.479544,0)     (0.432021,0)     (0.383187,0)     (0.333261,0)     (0.282373,0)     (0.230775,0)     (0.178655,0)     (0.126218,0)    (0.0737032,0)    (0.0213506,0)   (-0.0306097,0)   (-0.0819354,0)    (-0.132387,0)
   (-0.181718,0)    (-0.229701,0)    (-0.276076,0)    (-0.320586,0)    (-0.363026,0)    (-0.403145,0)    (-0.440701,0)    (-0.475496,0)    (-0.507334,0)    (-0.536033,0)    (-0.561401,0)    (-0.583305,0)    (-0.601573,0)     (-0.61608,0)    (-0.626744,0)    (-0.633478,0)    (-0.636222,0)    (-0.634927,0)    (-0.629583,0)    (-0.620217,0)    (-0.606867,0)    (-0.589564,0)    (-0.568409,0)    (-0.543513,0)    (-0.514991,0)    (-0.483004,0)     (-0.44774,0)    (-0.409372,0)    (-0.368113,0)    (-0.324189,0)    (-0.277876,0)    (-0.229398,0)
   (-0.179036,0)    (-0.127099,0)   (-0.0738341,0)   (-0.0195673,0)    (0.0354173,0)     (0.090839,0)     (0.146349,0)     (0.201696,0)     (0.256584,0)     (0.310702,0)       (0.3638,0)     (0.415601,0)      (0.46586,0)     (0.514344,0)     (0.560826,0)     (0.605103,0)      (0.64699,0)     (0.686335,0)     (0.722962,0)     (0.756789,0)     (0.787676,0)     (0.815545,0)     (0.840326,0)     (0.861982,0)     (0.880484,0)     (0.895814,0)     (0.908007,0)     (0.917078,0)     (0.923076,0)     (0.926063,0)     (0.926125,0)     (0.923352,0)
    (0.917825,0)     (0.909664,0)     (0.898981,0)     (0.885896,0)     (0.870539,0)     (0.853057,0)     (0.833573,0)     (0.812218,0)     (0.789132,0)     (0.764452,0)     (0.738307,0)     (0.710814,0)     (0.682138,0)     (0.652357,0)     (0.621607,0)     (0.589936,0)     (0.557497,0)     (0.524367,0)     (0.490635,0)     (0.456342,0)     (0.421603,0)     (0.386465,0)     (0.350977,0)     (0.315204,0)     (0.279165,0)     (0.242933,0)     (0.206512,0)     (0.169956,0)     (0.133286,0)      (0.09652,0)    (0.0596954,0)    (0.0228376,0)
  (-0.0140268,0)   (-0.0508737,0)   (-0.0876603,0)    (-0.124368,0)    (-0.160958,0)    (-0.197367,0)    (-0.233596,0)    (-0.269564,0)    (-0.305225,0)    (-0.340537,0)    (-0.375423,0)    (-0.409808,0)    (-0.443643,0)    (-0.476833,0)    (-0.509315,0)    (-0.540955,0)    (-0.571715,0)    (-0.601485,0)    (-0.630185,0)    (-0.657688,0)    (-0.683925,0)    (-0.708785,0)    (-0.732195,0)    (-0.754027,0)     (-0.77421,0)    (-0.792634,0)    (-0.809213,0)    (-0.823883,0)    (-0.836553,0)    (-0.847156,0)    (-0.855623,0)    (-0.861884,0)
   (-0.865902,0)     (-0.86763,0)    (-0.867028,0)    (-0.864077,0)    (-0.858762,0)    (-0.851064,0)    (-0.840992,0)    (-0.828554,0)    (-0.813779,0)    (-0.796676,0)      (-0.7773,0)    (-0.755714,0)    (-0.731949,0)    (-0.706074,0)    (-0.678186,0)    (-0.648338,0)    (-0.616655,0)    (-0.583201,0)    (-0.548125,0)    (-0.511494,0)     (-0.47345,0)    (-0.434104,0)    (-0.393592,0)    (-0.352056,0)    (-0.309619,0)    (-0.266418,0)    (-0.222581,0)    (-0.178266,0)    (-0.133631,0)    (-0.088806,0)   (-0.0439477,0)  (0.000807492,0)
   (0.0453293,0)    (0.0894545,0)     (0.133054,0)     (0.175997,0)     (0.218124,0)     (0.259325,0)     (0.299475,0)     (0.338443,0)     (0.376103,0)     (0.412393,0)     (0.447169,0)     (0.480335,0)     (0.511794,0)     (0.541498,0)     (0.569366,0)     (0.595324,0)     (0.619313,0)     (0.641306,0)     (0.661267,0)     (0.679167,0)     (0.694979,0)     (0.708714,0)     (0.720403,0)     (0.730042,0)     (0.737683,0)     (0.743338,0)     (0.747101,0)     (0.749015,0)     (0.749137,0)      (0.74759,0)     (0.744462,0)     (0.739814,0)
    (0.733799,0)     (0.726522,0)     (0.718115,0)     (0.708734,0)     (0.698504,0)     (0.687562,0)     (0.676062,0)     (0.664139,0)     (0.651932,0)      (0.63962,0)     (0.627314,0)      (0.61518,0)     (0.603333,0)     (0.591928,0)     (0.581075,0)     (0.570889,0)     (0.561487,0)     (0.552963,0)      (0.54542,0)     (0.538883,0)     (0.533445,0)     (0.529138,0)     (0.526015,0)     (0.524066,0)     (0.523316,0)     (0.523726,0)     (0.525288,0)     (0.527963,0)     (0.531705,0)     (0.536432,0)     (0.542072,0)     (0.548523,0)
